video_path,label
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_26.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_24.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_19.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_3.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_9.mov,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_15.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_14.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_2.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_22.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_18.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_6.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_20.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_27.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_23.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_7.mov,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_10.mov,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_21.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_11.mov,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_25.mp4,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_hello\HELLO_8.mov,hand_wave_hello
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_11.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_3.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_20.mov,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_16.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_27.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_23.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_24.mov,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_6.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_9.mov,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_18.mov,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_2.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_5.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_22.mov,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_25.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_10.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_12.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_28.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_15.mov,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_13.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\hand_wave_side\WAVE_8.mp4,hand_wave_side
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_19.mp4,walking
